,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,year,month,group5,group4,group7,group6,group1,group3,group2
85,"[12, 10751, 14]","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",/l8RKDgjl9co0IgFZblxhtIOi5Uj.jpg,411,3.708225,"saving the world,witch,based on novel,brother sister relationship,self sacrifice,winter,cupboard,beaver,lion,fairy-tale figure,battle,narnia,fantasy world,duringcreditsstinger",1798,6.6,Andrew Adamson,302239.0,PG,42.0,186.0,2005,12,0,1,0,1,0,1,0
5322,"[28, 14, 878]","Ghidorah, the Three-Headed Monster",/xiWNkCWYg9tZ4Tdb1tMgwSffELR.jpg,15766,1.252573,"helicopter,monster,amnesia,volcano,princess,godzilla,mothra,sequel,alien,giant monster,dragon,tokusatsu,gangster,hypnotism,gojira,rodan,kaiju,alien possession,three headed creature,ghidora,monster movie",23,6.3,Ishirô Honda,3420.0,Not Rated,1.0,9.0,1964,12,0,0,0,1,0,1,0
3689,"[28, 14, 878]",Highlander V: The Source,/rlpEljiu8ZvjVhpuvgCqU9MvddJ.jpg,13360,1.452385,"revenge,murder,killer",41,3.2,Brett Leonard,8047.0,15,18.0,5.0,2007,2,0,0,0,1,0,1,0
164,"[35, 10402, 10751, 14, 16]",Alvin and the Chipmunks,/sAt2yb4dgrpkHjbB9dQaKD9Caor.jpg,6477,3.483033,"pop,pop star,record producer,surprise,approach,music,concert,friendship,performance,chipmunk,forest,talking animal,songwriter,talking to animals,duringcreditsstinger",855,5.5,Tim Hill,60101.0,U,12.0,3.0,2007,12,1,1,1,0,0,1,0
4165,"[14, 35, 10749]",Delirious,/8XQZm4wBQuUDxfmuyrEVczekuPV.jpg,28117,1.363192,"writer,father daughter relationship,soap opera",22,5.6,Tom Mankiewicz,6196.0,PG,14.0,2.0,1991,8,1,0,1,0,0,1,0
5504,"[14, 10402, 10749]",Xanadu,/wc3dC8DrI6qgD5sQlIkbjU7wcaS.jpg,15668,1.235493,"musical,roller-skating,camp,disco,greek god",51,5.3,Robert Greenwald,9651.0,PG,2.0,5.0,1980,8,1,0,0,0,0,1,0
383,"[14, 28, 53]",The Crow,/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg,9495,3.039349,"halloween,arson,detroit",716,7.2,Alex Proyas,141853.0,18,35.0,10.0,1994,5,0,0,0,1,0,1,1
2179,[14],The Legend of 1900,/wss1PkvHD2cYH6lu5mSa2MgGoi.jpg,10376,1.750168,"ocean,ship,pianistin,child prodigy,fondling",406,7.9,Giuseppe Tornatore,43647.0,15,3.0,7.0,1998,10,0,0,0,0,0,1,0
4638,"[35, 14]",Stay Tuned,/7k9r0Qq5OmCDissX1pDE5AWVScQ.jpg,23939,1.311711,televison,39,6.2,Peter Hyams,8545.0,PG,24.0,16.0,1992,8,0,0,1,0,0,1,0
6273,"[12, 14]",Julekongen: Full rustning,/5XEZaHEMhmSD6uDKIdEE3mdLpA9.jpg,337260,1.236742,"children,christmas",3,8.3,Thale Persen,70.0,6,1.0,2.0,2015,11,0,0,0,1,0,1,0
1968,"[14, 12]",Excalibur,/j8UmbdA1TrIVY4FANymwBSmUuCH.jpg,11527,1.810045,"holy grail,love triangle,england,prophecy,rape,sex,adultery,witch,mythology,magic,fog,castle,knight,tournament,duel,battle,incest,mist,wizard,affair,revelry,visions,sword and sorcery",185,7.0,John Boorman,48224.0,PG,11.0,4.0,1981,4,0,0,0,1,0,1,0
2449,"[35, 10751, 14]",Dr. Dolittle: Tail to the Chief,/nUvmXR9FLXA1SaTaFM7dIANfivl.jpg,27996,1.685893,"kids and family,animal",30,4.9,Craig Shapiro,1619.0,7,1.0,2.0,2008,3,0,1,1,0,0,1,0
175,"[28, 12, 14, 53]",Lara Croft Tomb Raider: The Cradle of Life,/pkSnQzjjQ3Z9B2CJVSZCfL0Ea3s.jpg,1996,3.467997,"riddle,treasure,medaillon,kenia,alexander the great,pandora's box,chinese mafia,treasure hunt,hong kong,archaeologist,based on video game,archeology ",1154,5.5,Jan de Bont,107372.0,12,71.0,80.0,2003,7,0,0,0,1,0,1,1
4349,"[14, 35]",Jabberwocky,/cHR5FXc4JSQnux55fJTP4ULJttR.jpg,11834,1.339118,"father son relationship,dream,new love,village,weltverbesserer",50,5.9,Terry Gilliam,10451.0,PG,3.0,1.0,1977,3,0,0,1,0,0,1,0
2990,"[12, 18, 14, 27]",The Stand,/2mB2ISHLgCWrUJQBBdHnsG9rhLT.jpg,13519,1.571656,post-apocalyptic,126,6.8,Mick Garris,25789.0,15,19.0,12.0,1994,1,0,0,0,1,0,1,1
549,"[12, 10751, 14, 35, 10749]",The Princess Bride,/3wDplc2vdS24rz5NsMIkL581YUu.jpg,2493,2.832955,"swashbuckler,evil prince,reference to socrates,reference to plato,screwball,impersonation",1273,7.6,Rob Reiner,310860.0,PG,8.0,8.0,1987,9,1,1,1,1,0,1,0
597,"[28, 12, 14, 878]",Superman II,/uvxjXSfph2FD07A2jBG9NHJnl27.jpg,8536,2.779347,"saving the world,dc comics,sequel,superhero,based on comic book,loss of virginity,criminal,super powers,phantom zone,rocket fired grenade,crystal machine,superhuman strength,duringcreditsstinger",465,6.4,Richard Lester,80378.0,PG,39.0,8.0,1980,12,0,0,0,1,0,1,0
4598,"[28, 12, 35, 10751, 14, 878]",A Simple Wish,/yWTGcDyEDIMJNV3mAQy5Su4M4F6.jpg,17834,1.314553,"magic,wish,kids,fairy godmother",31,5.5,Michael Ritchie,4457.0,U,40.0,17.0,1997,7,0,1,1,1,0,1,0
4082,"[12, 14, 35, 878, 10751]",A Kid in King Arthur's Court,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,37108,1.376525,"time travel,kids,medieval times",31,4.4,Michael Gottlieb,4710.0,PG,16.0,4.0,1995,8,0,1,1,1,0,1,0
4998,"[28, 12, 14, 10770]",Hercules and the Lost Kingdom,/vjmXr9u28dIrpQm1kqNcRK6hkAP.jpg,75826,1.278842,"hero,mythology,greek mythology,legend,gods,hercules,warrior",16,5.1,Harley Cokeliss,1571.0,M/12,13.0,9.0,1994,5,0,0,0,1,0,1,0
5551,"[878, 28, 14]",The Mighty Peking Man,/nRVrv8FyuVjK6BW9jGsYpKQQI23.jpg,42230,1.230022,gorilla,10,4.8,Meng Hua Ho,1189.0,PG,1.0,4.0,1977,8,0,0,0,1,0,1,0
1532,"[28, 12, 14]",The Forbidden Kingdom,/4jTVS5uij49cqzLKXjaQywIp7cV.jpg,1729,1.944254,"tempel,shaolin,urination,teenager,staff,warrior,monkey king",342,6.2,Rob Minkoff,90698.0,12A,31.0,12.0,2008,4,0,0,0,1,0,1,0
2639,"[14, 28, 12]",The Librarian: Return to King Solomon's Mines,/fpedwecERf6PoaNml2Pa8dKncyZ.jpg,14208,1.641585,"incantation,treasure hunt,treasure map,scientist,archaeologist,tv movie",92,5.7,Jonathan Frakes,10617.0,PG,23.0,9.0,2006,10,0,0,0,1,0,1,0
2443,"[35, 14, 10749]",Little Nicky,/ijfKqbZoZQjer5Oiolxy7hn8L92.jpg,9678,1.687148,"father son relationship,mephisto,siblings,bulldogg",340,5.1,Steven Brill,83625.0,12,37.0,18.0,2000,11,1,0,1,0,0,1,0
5943,"[14, 18, 35, 10751]",The Odd Life of Timothy Green,/a4NMxSD6BbKT2zEMp2uqOn3uGXY.jpg,71864,1.270369,"green,dodgeball,incredibile,timothy",321,6.5,Peter Hedges,39031.0,U,3.0,11.0,2012,8,0,1,1,0,0,1,1
3032,"[35, 14, 10749]",Bewitched,/auUAybijSJ72XuTaPgh0EhvyJ13.jpg,9722,1.563725,"witch,tv show,enchantment,falling in love,spectacle,woman director",345,4.8,Nora Ephron,60327.0,PG,26.0,8.0,2005,6,1,0,1,0,0,1,0
2024,"[14, 35, 10749, 878]",Nutty Professor II: The Klumps,/1kDbqYW2Kz5CWSvMUbQblAsIKGc.jpg,12107,1.793885,"alter ego,mad scientist,family,dean,duringcreditsstinger,research laboratory",254,4.6,Peter Segal,40894.0,PG-13,6.0,11.0,2000,7,1,0,1,1,0,1,0
6258,"[35, 14, 27]",Santa's Slay,/vFD1J3MCbPySwV2LusjTTua3P83.jpg,12591,1.238028,"holiday,angel,bet,grandfather grandson relationship,mass murder,santa claus,christmas horror",50,5.2,David Steiman,7627.0,15,40.0,11.0,2005,10,0,0,1,0,0,1,1
353,"[12, 14, 878]",Hellboy II: The Golden Army,/fFcZqnWDeQsImDAAIyAimc3SGEl.jpg,11253,3.081821,"auction,northern ireland,resignation,superhero,rebellion,violence,spear,cut arm,split screen,superhero team,arm ripped off,super villain,remorse,self exile,vanishing figure,son killing father",1186,6.5,Guillermo del Toro,215776.0,12,48.0,73.0,2008,7,0,0,0,1,0,1,0
717,"[35, 28, 12, 14, 878]",Superman III,/cg0xVuRQbb6QkaH5nvd8lzgr2Yf.jpg,9531,2.648012,"saving the world,dc comics,super computer,identity crisis,loss of powers,sequel,superhero,based on comic book,hacking,super powers,superhuman strength",360,4.9,Richard Lester,52656.0,PG,31.0,14.0,1983,6,0,0,1,1,0,1,0
4027,"[35, 18, 10751, 14, 10770]",Twitches,/vp5vsNH5JpoI9lBkrdCUBbfVdU4.jpg,21481,1.381939,"mother,sister sister relationship,twin sister,magic,adoption,darkness,uncle,mother daughter relationship,dead father,another world,sorcière,soeur",52,5.3,Stuart Gillard,5041.0,6,7.0,1.0,2005,10,0,1,1,0,0,1,1
179,"[12, 14, 28, 53]",Fantastic 4: Rise of the Silver Surfer,/fXpziQgnBnB4bLgjKhjTbLQumE5.jpg,1979,3.461553,"fire,helicopter,surfboard,mask,satellite,airplane,transformation,resurrection,marvel comic,sequel,superhero,based on comic book,forest,outer space,wedding,explosion,scientist,interrogation,double cross,fantastic four,military,earth in peril,superhuman strength,duringcreditsstinger,invisibility,silver surfer,forcefield,elasticity,absorbing power",1942,5.4,Tim Story,219275.0,PG,180.0,83.0,2007,6,0,0,0,1,0,1,1
3660,"[12, 10751, 14]",The Indian in the Cupboard,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,11359,1.455556,"cupboard,games,puppet,parallel universe,toy comes to life",96,5.8,Frank Oz,21565.0,PG,10.0,5.0,1995,7,0,1,0,1,0,1,0
31,"[28, 12, 14]",Gods of Egypt,/uPqAW07bGoljf3cmT5gecdOvVol.jpg,205584,3.918709,"egypt,underworld,fight,mythology,nile,war,thief,rescue,desert,gods,egyptian mythology,egyptian,myth",949,5.2,Alex Proyas,71726.0,12A,85.0,32.0,2016,2,0,0,0,1,0,1,0
1627,"[12, 35, 14]",Black Knight,/ufv3pr42VeERfqcOzjDYETdTewe.jpg,11469,1.909234,"england,black people,medaillon,castle,time travel,leap in time,knight,impostor,king,middle ages,imposture,medieval times",209,5.2,Gil Junger,32028.0,PG,43.0,4.0,2001,11,0,0,1,1,0,1,0
131,"[12, 10751, 14]",The Wizard of Oz,/tKEHoKPZv3af0Pn3poaOLHOJ6NM.jpg,630,3.562262,"witch,adolescence,based on novel,secret identity,clock,dream,lion,tornado,scarecrow,musical,crow,kansas,classic,imaginary land,cowardliness,sepia color",1292,7.3,Victor Fleming,307880.0,Approved,2.0,13.0,1939,8,0,1,0,1,0,1,0
6312,"[12, 35, 10751, 14]",Yoko,/dh2ttQsguH78n1ri4fOP99tWzdS.jpg,129357,1.231602,"yeti,woman director",4,5.3,Franziska Buch,223.0,PG,2.0,1.0,2012,2,0,1,1,1,0,1,0
3142,"[12, 14, 35]",Erik the Viking,/ktkbkRkdEwq9eXw87WiWUXN9F0L.jpg,11828,1.539785,"norway,norwegian,viking",63,6.0,Terry Jones,11316.0,PG-13,2.0,7.0,1989,9,0,0,1,1,0,1,0
518,"[35, 18, 14, 10749]",Click,/ojmEqzJgTLo8S34uVQ6ZWmhgOoG.jpg,9339,2.866306,"regret,workaholic,heart attack,architect,dying and death,time travel,remote control,children,liposuction,hospital,wedding,dog,second chance,alternate reality,fatherhood,obese",1596,5.9,Frank Coraci,257126.0,12A,8.0,8.0,2006,6,1,0,1,0,0,1,1
5388,"[10751, 14, 878]",Mac and Me,/66xYOabd7uY5hcH11oyTDhqy136.jpg,20196,1.245484,"nasa,extraterrestrial",34,4.0,Stewart Raffill,7807.0,PG,9.0,4.0,1988,8,0,1,0,1,0,1,0
4569,"[12, 10751, 14, 10402, 878]",The Wiz,/jdlmzPtiF8tAjY1iEvQIlm596Dp.jpg,24961,1.317033,"melancholy,little dog,based on stage musical,based on film,wizard",49,5.8,Sidney Lumet,11407.0,G,2.0,1.0,1978,10,1,1,0,1,0,1,0
1825,"[12, 10751, 14]",City of Ember,/vtlcA292oROPaG74amLsAhtBNbB.jpg,13600,1.848761,"underground world,mayor,adventure,post-apocalyptic,dystopia,puzzle,box,pipeworks",480,6.2,Gil Kenan,54983.0,PG,9.0,17.0,2008,10,0,1,0,1,0,1,0
1123,"[18, 53, 14, 9648]",Lady in the Water,/ddNmoSy1Jd3PBF5XDZvrrBIfrja.jpg,9697,2.104245,"fortune teller,religion and supernatural,supernatural powers,mythical creature,hell,swimming pool,nixe,aftercreditsstinger",319,5.3,M. Night Shyamalan,81989.0,PG,10.0,60.0,2006,7,0,0,0,0,0,1,1
6089,"[10751, 14, 10770, 10749, 18]",Just in Time for Christmas,/ucKugcPvnAv0nNrdBdVtVOqBW62.jpg,363486,1.257306,christmas,14,6.5,Sean McNamara,914.0,U,2.0,2.0,2015,12,1,1,0,0,0,1,1
20,"[12, 14]",Seventh Son,/A3SBRfCSgKNcW2IkbaaOgugLwRt.jpg,68737,3.947667,"magic,chosen one,dark fantasy,witch hunter,evil witch,based on young adult book,sword and sorcery",772,5.1,Sergei Bodrov,59407.0,12A,77.0,20.0,2014,12,0,0,0,1,0,1,0
5801,"[28, 12, 14]",Sorceress,/xhCDbB2HaujmgzLRG4JW6SZrzcy.jpg,41889,1.212243,"barbarian,twins,sword and sorcery",8,4.7,Jack Hill,770.0,R,1.0,2.0,1982,3,0,0,0,1,0,1,0
5112,"[28, 14, 878]",The Heroic Trio,/vLwnIOVLftYCs6MeOQdCMg21W8X.jpg,43636,1.268806,"martial arts,kung fu,knife,superhero",12,6.5,Johnnie To,2638.0,18,3.0,1.0,1993,2,0,0,0,1,0,1,0
1524,"[35, 10751, 10749, 14]",Dr. Dolittle 2,/aecUc1LobMV56Doj99ZvJR2dXgG.jpg,10808,1.948564,"veterinarian,bear,forest,animal,animal protection",302,4.9,Steve Carr,35269.0,PG,12.0,29.0,2001,6,1,1,1,0,0,1,0
4502,"[28, 12, 14, 27, 878, 53]",The Covenant,/gxpTseXRrHCgL0Igm1CrKD5JQNg.jpg,9954,1.322358,"magic,male friendship,college,supernatural powers,teenager",229,5.1,Renny Harlin,40616.0,12A,29.0,10.0,2006,9,0,0,0,1,0,1,1
316,"[14, 18]",The Lovely Bones,/x6h0UMw1YJG9YIYwkN3ieVIgU4.jpg,7980,3.142528,"rape,1970s,evidence,tree,afterlife,loss of daughter,serial killer,corpse,pedophile,teenage love,grieving,childhood sexual abuse,based on young adult book",795,6.6,Peter Jackson,129995.0,12A,30.0,28.0,2009,12,0,0,0,0,0,1,1
1034,"[28, 14, 27, 9648]",End of Days,/bEIjH6GroeWaBkn6o7MVpMNbuyw.jpg,9946,2.141158,"christianity,sex,new year's eve,pastor,nudity,mephisto,nightmare,bible,satanist,faith,ex-cop,anti-christ,millenium,atheist,suspense,priest,hospital,train,new york city,explosion,church,violence,devil,woman in jeopardy,satanic,flashback,stigmata",382,5.4,Peter Hyams,92310.0,18,58.0,31.0,1999,11,0,0,0,1,0,1,1
5182,"[10770, 28, 12, 14]",Sands Of Oblivion,/tQtniMk8bUULvYwhn9dCMtkGqSI.jpg,23816,1.263256,"beautiful woman,ancient egypt,brunette woman,egyptian mythology,egyptology,egyptologist",9,3.8,David Flores,1199.0,M/16,11.0,3.0,2007,7,0,0,0,1,0,1,0
1173,"[35, 27, 14]",Gremlins 2: The New Batch,/mkWD9W27JYmQPbgcryPBdI2cF4r.jpg,928,2.080943,"new york,monster,skyscraper,mutant,restaurant,human animal relationship,mutation,tv station,dying and death,water,research station,fur,bat,current,electric shock,cleverness,gremlin,cowardliness",471,6.2,Joe Dante,72953.0,PG-13,1.0,94.0,1990,6,0,0,1,0,0,1,1
5736,"[35, 10751, 14, 878]",My Science Project,/fLknudxoi1qSNnvtOlNSYRYL8Hq.jpg,18252,1.21576,"time travel,dinosaur,science",36,6.1,Jonathan R. Betuel,4252.0,PG,17.0,9.0,1985,8,0,1,1,1,0,1,0
2563,"[28, 14, 878]",Highlander: Endgame,/fmDt68Pj9OiR3pfvNL9qkuhKvi2.jpg,12211,1.65673,"loss of lover,antiquary,loss of powers,death of a friend,immortality",81,4.5,Douglas Aarniokoski,16869.0,R,27.0,14.0,2000,9,0,0,0,1,0,1,0
743,"[14, 35, 10751]",Casper,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,8839,2.631115,"halloween,friendship,supernatural,afterlife,friends,danger,ghost,disorder,young heroes,imaginary,supernatural ability,mischievous children",747,6.0,Brad Silberling,91118.0,PG,31.0,13.0,1995,5,0,1,1,0,0,1,0
5463,"[14, 28, 878]",Phoenix the Warrior,/gBgXDZZuDayv37EKRhSVZ5xxS5f.jpg,26440,1.238452,"female nudity,bondage,sword,strong woman,warrior woman,machinegun,post-apocalyptic,knife,fistfight,sword fight,wasteland,character name in title,hit in crotch",5,1.6,Robert Hayes,463.0,Not Rated,1.0,1.0,1988,10,0,0,0,1,0,1,0
1430,"[18, 14]",Beasts of the Southern Wild,/uS6aDWRNHvr0ofjPkmvCkzy0x8d.jpg,84175,1.982658,"refugee camp,hurricane,fantasy,flooding,global warming,drama,bayou,crab,storm,celebration,auroch,tough love,defrost,levee,prehistoric creature,lost mother,melting ice caps,shrimp,salt water,explosives,crawfish,shrimping,submerged,grits,african american child,wild man",349,6.7,Benh Zeitlin,72661.0,12A,2.0,34.0,2012,6,0,0,0,0,0,1,1
5822,"[12, 14, 878]",The Lost World,/1MELelWN5lxv9Ufnwii24JUe5zM.jpg,3003,1.210935,"based on novel,dinosaur,sir arthur conan doyle,lost continent",13,6.7,Stuart Orme,2486.0,12,16.0,3.0,2001,12,0,0,0,1,0,1,0
1030,"[14, 28]",Elektra,/dyvqAJs20UrqTJGOHtJ0tNbU54m.jpg,9947,2.142274,"martial arts,based on comic book,magic ninja,female assassin,spin off",438,4.9,Rob Bowman,73911.0,PG-13,59.0,15.0,2005,1,0,0,0,1,0,1,0
5818,[14],Dragon Hunter,/sqVqt3sWWmnL3Y6lMmg2BDEjpzk.jpg,31221,1.211163,adventure,8,3.9,Stephen Shimek,1103.0,12,1.0,2.0,2008,12,0,0,0,0,0,1,0
3605,"[12, 18, 14]",Earthsea,/mqJ6deVvx6OkGmWMt13yAF037GT.jpg,9795,1.463127,"island,amulet,made for cable tv,dragon,doppelganger",26,6.1,Robert Lieberman,5333.0,NC-16,24.0,6.0,2004,12,0,0,0,1,0,1,1
2175,"[14, 27, 35]",The Witches of Eastwick,/xWgLpOuX8PRCpVRQEddb4rMknmx.jpg,6069,1.751006,"witch,new england",230,6.3,George Miller,49954.0,16,7.0,7.0,1987,6,0,0,1,0,0,1,1
118,"[12, 14, 28, 35, 10751]",Night at the Museum: Battle of the Smithsonian,/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg,18360,3.592824,"museum,theodore roosevelt,duringcreditsstinger,amelia earhart,smithsonian",1421,5.9,Shawn Levy,138691.0,PG,90.0,22.0,2009,5,0,1,1,1,0,1,0
5949,"[35, 10751, 14]","Help, I Shrunk My Teacher",/fqTUMPpisoVxxCR9gmWeO9V94Us.jpg,365961,1.269937,"shrinking,teacher,school",4,5.0,Sven Unterwaldt Jr.,115.0,0,2.0,5.0,2015,12,0,1,1,0,0,1,0
5355,"[28, 12, 14, 878]",Beastmaster 2: Through the Portal of Time,/AkvSKhzkWOOQGxe7I3LOaASiD3x.jpg,27549,1.24919,"based on novel,time travel,sequel,warrior,gun fight,sword and sorcery",11,4.3,Sylvio Tabet,2403.0,PG,50.0,1.0,1991,6,0,0,0,1,0,1,0
5332,"[14, 27, 10751]",The Haunting Hour: Don't Think About It,/beKslL2pfNrmWiafC4oG8hd4Zgh.jpg,21935,1.251707,high school,19,5.4,Alex Zamm,2478.0,TV-PG,2.0,57.0,2007,9,0,1,0,0,0,1,1
2562,"[14, 10749, 10751, 35]",Aquamarine,/6diHusTm8eQJnfoI7MyCSDgaBRp.jpg,14191,1.656886,"female friendship,mermaid,teenager,woman director",261,5.8,Elizabeth Allen Rosenbaum,32065.0,PG,10.0,21.0,2006,3,1,1,1,0,0,1,0
4464,"[878, 14, 12, 28]",Sax Rohmer's Sumuru,/5w3aPnOEBMONLe4bJyT5xO9DNpr.jpg,58295,1.326184,"martial arts,brother sister relationship,shower,south africa,space travel,johannesburg,spaceship,sexploitation,all female army,woman shot,outpost,gauteng",2,1.0,Darrell Roodt,493.0,12,10.0,5.0,2003,4,0,0,0,1,0,1,0
1738,"[16, 10751, 14]",The Adventures of Pinocchio,/fT5b16eeBcroK6OhsmxYPTv36gQ.jpg,18975,1.874178,"italy,father son relationship,pinocchio,love,school,crime,having fun,poor people,boys",35,4.9,Steve Barron,4279.0,PG,8.0,27.0,1996,7,0,1,0,0,0,1,0
4716,"[28, 12, 10751, 14]",Mighty Joe Young,/7ZqKvQwc3xUMBbadqzroMOnWwKc.jpg,9822,1.301854,"gorilla,dying and death",161,5.9,Ron Underwood,23836.0,PG,55.0,30.0,1998,12,0,1,0,1,0,1,0
2357,"[14, 18]",The Legend of Bagger Vance,/eNEsOEZFOstd1iXTtimbU8qsjDD.jpg,4958,1.709937,"competition,world war i,great depression,caddy,savannah",200,6.3,Robert Redford,47120.0,PG,9.0,6.0,2000,11,0,0,0,0,0,1,1
2190,"[12, 35, 10751, 14]",Nim's Island,/aK9pn7ivx4P72E5yYZ69A4sChVc.jpg,10488,1.74754,"fictional place,exotic island,shipwreck,cruise,volcano,e-mail,liana,daughter,turtle,author,talking animal,pirate,woman director,iguana,sea lion",237,5.6,Jennifer Flackett,29000.0,U,24.0,21.0,2008,4,0,1,1,1,0,1,0
1251,"[18, 14, 53]",Neverwas,/wQn1hj1jYeOrqprvyKQaFGK66v0.jpg,22473,2.045947,"secret,book,psychiatrist,novelist,schizophrenic",22,6.3,Joshua Michael Stern,5889.0,M/12,2.0,5.0,2005,9,0,0,0,0,0,1,1
1443,"[12, 14]",Legend,/xNWs9LM46vJWwf1q0VGPOccTKg4.jpg,11976,1.973947,gump,207,6.2,Ridley Scott,48163.0,Unrated,12.0,13.0,1985,7,0,0,0,1,0,1,0
3197,"[18, 14, 27, 9648, 10749, 53]",The Order,/rA4pObT4LkueerqbpIac5A7Ds3H.jpg,9616,1.532178,"riddle,rome,vatican,secret organization,investigation,sin,repentance,priest,psychological thriller,violence,catholic church,sin eater,mentor protégé relationship,reference to god,suspicious death",70,4.7,Brian Helgeland,15324.0,15,14.0,6.0,2003,9,1,0,0,0,0,1,1
5107,"[14, 18, 9648, 10751]",FairyTale: A True Story,/mB0KF5T2s6raTjiV676Umd8ciE0.jpg,29911,1.269465,"fairy,fairy tale",20,6.6,Charles Sturridge,4824.0,PG,5.0,3.0,1997,1,0,1,0,0,0,1,1
2106,"[28, 12, 35, 14]",DragonHeart: A New Beginning,/8mbg22L9MdSyELeNwEJkMDVsEVO.jpg,10473,1.769828,"magic,heart,legend,kingdom,immortality,heir to the throne,friendship,governance,stalljunge,royalty,knight,medieval,magic spell,dragonheart",38,5.7,Doug Lefler,3598.0,PG,25.0,8.0,2000,8,0,0,1,1,0,1,0
2011,"[35, 878, 14]",Delicatessen,/nD4v80ggEmqXFZtaLDSHA2vxZoR.jpg,892,1.798923,"suicide attempt,underground,planned murder,clown,butcher,butcher's shop,post-apocalyptic,vegetarian,terror cell,dystopia",238,7.4,Marc Caro,68585.0,15,5.0,4.0,1991,4,0,0,1,1,0,1,0
560,"[12, 10751, 14]",Pan,/uflLJBg5iVWaPpzc4Qm54HNoGYd.jpg,266647,2.820577,"flying,magic,fairy tale,peter pan,mermaid,pirate,fantasy world",730,5.9,Joe Wright,47217.0,PG,120.0,34.0,2015,9,0,1,0,1,0,1,0
3702,"[12, 14, 16, 35, 10751, 10402]",Bedknobs and Broomsticks,/1mWFExXAlUSgfBKGkK3mjH1iXk4.jpg,12335,1.450624,"flying,witch,world war ii,magic broomstick",187,6.7,Robert Stevenson,27373.0,G,1.0,5.0,1971,10,1,1,1,1,0,1,0
3438,"[28, 12, 878, 10751, 14]",Mighty Morphin Power Rangers: The Movie,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,9070,1.489492,"based on tv series,tokusatsu,superhero team,ethnic diversity,super sentai,power rangers,mighty morphin power rangers,mmpr",112,5.3,Bryan Spicer,20787.0,PG,40.0,26.0,1995,6,0,1,0,1,0,1,0
1926,"[14, 35, 10751]",Bogus,/gftAsnrvZ1lLcG5nL7SHchtLT7n.jpg,3587,1.820398,"circus,aunt,imaginary friend,magician",30,5.3,Norman Jewison,5303.0,PG,7.0,2.0,1996,9,0,1,1,0,0,1,0
1546,"[28, 12, 35, 14]",The Adventures of Baron Munchausen,/75SlrEn0RCb2Ng18cCE82S00Hi5.jpg,14506,1.940468,"moon,monster,hot air balloon,war,baron,story telling,european,roman mythology",142,7.0,Terry Gilliam,42960.0,PG,17.0,32.0,1988,12,0,0,1,1,0,1,0
1149,"[12, 10751, 14, 878, 53, 28]",Race to Witch Mountain,/jKGmK0nWoPNnHypfWgL7ZI7fN5Q.jpg,13836,2.091686,"spacecraft,laser,teleportation,telekinesis,alien,military,duringcreditsstinger,supernatural power,mountain",380,5.4,Andy Fickman,45298.0,PG,110.0,112.0,2009,3,0,1,0,1,0,1,1
9,"[35, 14, 878]",Mars Attacks!,/sM4VrptBRIFHmN7mLJZ2BaGKYNq.jpg,75,3.988545,"saving the world,total destruction,magic language,white house,mars,u.s. president,cataclysm,lasergun,ambassador,congress,pest,flying saucer",1139,6.1,Tim Burton,179223.0,12,60.0,32.0,1996,12,0,0,1,1,0,1,0
221,"[35, 10751, 14]",Addams Family Values,/zEwEXGDvJ8Ou2s6XbLMPvMTX53S.jpg,2758,3.35387,"jealousy,baby,butler,yuppie,nanny,siblings,summer camp,guillotine,uncle",360,6.4,Barry Sonnenfeld,60527.0,PG,13.0,26.0,1993,11,0,1,1,0,0,1,0
6302,"[14, 27, 35, 878]","Elvira, Mistress of the Dark",/2T3wyTNmtD8jDVeHtv1Ko7yVFWm.jpg,5680,1.232874,hostess,65,6.1,James Signorelli,9464.0,PG-13,26.0,7.0,1988,9,0,0,1,1,0,1,1
1486,"[878, 35, 14]",Abbott and Costello Go to Mars,/gcc0WIvNB0A6oYlZPTPoQhN4QPi.jpg,33472,1.961595,"new orleans,stilts,wrong turn,weightlessness,lie detector,misleading title,ticker tape parade,giant dog,zero gravity,chrysler building,venus the planet,newspaper headline,abbott and costello",13,6.0,Charles Lamont,2548.0,Btl,1.0,1.0,1953,4,0,0,1,1,0,1,0
4397,"[10402, 12, 14, 35, 10751]",Chitty Chitty Bang Bang,/m2z9NV6ZWXdWH6xdpF9yBJveEPa.jpg,11708,1.333317,"flying car,fantasy,oldtimer,fantastic",152,6.7,Ken Hughes,32409.0,G,4.0,5.0,1968,12,1,1,1,1,0,1,0
4864,"[28, 878, 53, 12, 27, 14]",Beowulf,/6SP1gFKeHcEqfuqEF70uWI99huZ.jpg,5470,1.288081,"monster,weapon,independent film",43,4.4,Graham Baker,9941.0,15,17.0,3.0,1999,4,0,0,0,1,0,1,1
