,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
2957,"[53, 14, 28, 35]",The Medallion,/9iJrg37ceCBeQkQHnIy97VekINb.jpg,10610,1.577134,"detective,medaillon,leather jacket,wretch,fighter,wizardry,interpol",200,5.2,Gordon Chan,31582.0,PG,60.0,3.0,8,9,0,0,1,1,0,1,1
2958,"[35, 10751, 12]",The Santa Clause 3: The Escape Clause,/kvKXyrc3cUGqXin2u76Ef8lApMI.jpg,13767,1.577124,"holiday,duringcreditsstinger",188,5.0,Michael Lembeck,23567.0,U,29.0,25.0,11,9,0,1,1,1,0,0,0
2959,"[80, 18]",Bonnie & Clyde,/qsOkOLiTmLGBChD2RBtR0SwWaL1.jpg,239471,1.576752,biography,45,6.8,Bruce Beresford,3793.0,15,12.0,8.0,12,10,0,0,0,0,0,0,1
2960,"[18, 14, 37]",Dead Man,/vGobIvxSiFvAmwqH8BlC3SpET0C.jpg,922,1.576537,"sheriff,bounty,bounty hunter,gun,attempted murder,prosecution,illness and injury,dying and death,frontier,murder,black and white,19th century,fear of dying,wanted dead or alive",324,7.2,Jim Jarmusch,75414.0,18,3.0,7.0,5,8,0,0,0,0,0,1,1
2961,"[18, 10749, 35]",Shall We Dance?,/ntKMVXdb1tVr4q3sT9vJOV9wnfN.jpg,4380,1.576522,"jealousy,wife husband relationship,dancing master",216,5.8,Peter Chelsom,37000.0,12,4.0,3.0,10,9,1,0,1,0,0,0,1
2962,"[12, 878, 28]",Robot Overlords,/9gza49pO2avFcqcpn9qsRUD012e.jpg,240483,1.57644,"invasion,robot",92,4.7,Jon Wright,5348.0,12,27.0,8.0,1,10,0,0,0,1,0,0,0
2963,[18],The Company Men,/xP1FWgiUT1v1GGCwd94hXLaHyg8.jpg,44129,1.576387,"stock price,corporate,carpenter,job hunting",177,6.4,John Wells,37909.0,15,1.0,9.0,10,10,0,0,0,0,0,0,1
2964,[18],Aloft,/zrclyTdV0Y12c18RjywkDEAhG05.jpg,251321,1.57635,"new age,woman director,healer",35,4.9,Claudia Llosa,2439.0,15,1.0,1.0,2,10,0,0,0,0,0,0,1
2965,"[35, 18, 10749]",The Cutting Edge,/uYt9yRRgUShPq8RwA8373wMBN0c.jpg,16562,1.575895,"olympic games,sport,romantic comedy,skating,figure skating",50,6.5,Paul Michael Glaser,15767.0,PG,11.0,3.0,3,8,1,0,1,0,0,0,1
2966,[35],Wanderlust,/6dbzcnxU49xtvLrqsxqODJqRN9S.jpg,50647,1.575577,"hippie,commune,nudism,nude protest,aftercreditsstinger,duringcreditsstinger",327,5.2,David Wain,64178.0,15,25.0,6.0,2,10,0,0,1,0,0,0,0
2967,"[10751, 35]",Beethoven's 2nd,/pQaMstkYVNyHxCMHeCPiHrZV2RJ.jpg,10438,1.57557,"holdings,sell,puppy,st. bernard's dog",121,5.0,Rod Daniel,20334.0,U,7.0,4.0,12,8,0,1,1,0,0,0,0
2968,[18],The Young Messiah,/lPlcxAdLzXJCMibZ1iUqXHRZFJa.jpg,318850,1.575488,"egypt,jesus christ,gospel,christian,journey,biblical",25,6.3,Cyrus Nowrasteh,2234.0,12,21.0,4.0,3,10,0,0,0,0,0,0,1
2969,"[53, 80, 28]",U.S. Marshals,/3uixF2pHa0whTKcYmenDrArX0II.jpg,11808,1.5753,"cia,transport of prisoners,innocence,escape,agent",305,6.2,Stuart Baird,80748.0,15,84.0,14.0,3,8,0,0,0,1,0,0,1
2970,"[27, 35]",Vampires Suck,/ug9h5BJ5XX9bp1nJI6Ji07QC3sx.jpg,40264,1.574959,"vampire,high school,prom,spoof,horror spoof,teenager,duringcreditsstinger",224,4.3,Jason Friedberg,40283.0,15,20.0,4.0,8,10,0,0,1,0,0,0,1
2971,"[18, 53, 80]",Maria Full of Grace,/s9xK1tr8e6nFv8mxNpqZcOHEOnh.jpg,436,1.574779,"individual,new york,adolescence,colombia,drug traffic,cocaine,drug crime,illegal immigration,maquiladora,airplane,bravery,teacher,pregnancy,self esteem",83,6.8,Joshua Marston,31162.0,15,2.0,1.0,1,9,0,0,0,0,0,0,1
2972,"[35, 10749]",Crazy on the Outside,/chmNTfcXL0xVMh8c25lDJ0BgSRF.jpg,35458,1.574721,"ex-detainee,duringcreditsstinger",27,5.4,Tim Allen,4984.0,12,14.0,1.0,1,10,1,0,1,0,0,0,0
2973,[10402],Pink Floyd: The Wall,/35xwOkGoyceTW7Q8n14di0eMoxj.jpg,12104,1.574692,"berlin wall,paranoia,wall,music,adult animation",294,7.7,Alan Parker,62621.0,R,5.0,6.0,7,7,1,0,0,0,0,0,0
2974,"[28, 35]",The Pest,/zKklykkg4tQry6xJrOaggxMHnN0.jpg,17949,1.574464,"island,hunting human beings,independent film,scam,hispanic,neo nazi",24,4.8,Paul Miller,6929.0,12,9.0,4.0,2,8,0,0,1,1,0,0,0
2975,"[12, 35, 10751, 10749]",George of the Jungle,/wTvuMi6YlO6bVe2Ax5mEL1dbVYv.jpg,10603,1.574243,"africa,san francisco,gorilla,lion,feral child,jungle",377,5.3,Sam Weisman,58649.0,U,30.0,77.0,7,8,1,1,1,1,0,0,0
2976,"[10749, 35]",Soul Plane,/p6KICx848FEcsblVptyga3E7qO5.jpg,12657,1.573853,"black people,hip-hop,nightclub,airplane,chaos,champagne",85,4.7,Jessy Terrero,18835.0,R,3.0,8.0,5,9,1,0,1,0,0,0,0
2977,"[35, 18, 10751, 10770]",Geek Charming,/7y02xiRSFqAh9yE6M5xz5bMAkKa.jpg,81250,1.573372,"geek,high school,teenager,popularity,unlikely lovers,tv documentary,teenage romance,based on young adult book",124,6.0,Jeffrey Hornaday,8724.0,PG,3.0,1.0,11,10,0,1,1,0,0,0,1
2978,"[18, 53]",Berlin Syndrome,/5qBg9GxoCA8qu48iWp1obK5pBHs.jpg,363126,1.573357,"based on novel,hostage,woman director",0,0.0,Cate Shortland,162.0,15,3.0,3.0,5,10,0,0,0,0,0,0,1
2979,"[27, 878]",Decoys 2: Alien Seduction,/zoPvcYUpJoHrIcmEDwPgrCR4v0Z.jpg,18443,1.573315,"women,roommate,alien,college student",11,5.1,Jeffery Scott Lando,1971.0,15,3.0,5.0,3,9,0,0,0,1,0,0,1
2980,"[35, 10749]",Think Like a Man,/4tK8k1YbF58nEMW76bnm76jWpnZ.jpg,67660,1.573313,"advice,love,relationship,ensemble cast,duringcreditsstinger,turning the tables,reading a book,african american comedy",229,6.8,Tim Story,36022.0,12,1.0,1.0,4,10,1,0,1,0,0,0,0
2981,[35],Night Shift,/qLijlmE6AJjpCU8f2L7wshoR8HE.jpg,14742,1.572933,"pimp,morgue,prostitution,morgue attendant",38,6.0,Ron Howard,11480.0,R,13.0,3.0,7,7,0,0,1,0,0,0,0
2982,"[28, 35, 53, 80]",Confidence,/tYLBs9gB7MjShvj7CJK62fkHpE.jpg,10743,1.572898,"grifter,con,big con,con game,premarital sex",100,6.4,James Foley,31040.0,R,14.0,2.0,4,9,0,0,1,1,0,0,1
2983,"[28, 12]",Cutthroat Island,/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,1408,1.572741,"exotic island,treasure,map,ship,scalp,pirate",99,5.6,Renny Harlin,21977.0,15,33.0,34.0,12,8,0,0,0,1,0,0,0
2984,[27],Zombie,/sKQEEADLo0Eyu4hcs4xeSE9d6i.jpg,7219,1.572493,"female nudity,nudity,gore,severed head,zombie,violence,tropical island,bitten in the neck,throat ripping,flesh eating zombies,video nasty,stabbed in the eye",105,6.3,Lucio Fulci,20863.0,R,8.0,4.0,8,6,0,0,0,0,0,0,1
2985,"[12, 14, 18, 28, 878]",The Trial of the Incredible Hulk,/ZJPhhszzp3zch331IOulJRhafV.jpg,26883,1.572007,"dual identity,crime fighter,witness,transformation,alter ego,organized crime,based on tv series,daredevil,tv movie,mob hit,hulk,superhuman strength",12,5.3,Bill Bixby,1870.0,Unrated,7.0,1.0,5,7,0,0,0,1,0,1,1
2986,"[12, 18, 14, 27]",The Stand,/2mB2ISHLgCWrUJQBBdHnsG9rhLT.jpg,13519,1.571656,post-apocalyptic,126,6.8,Mick Garris,25789.0,15,19.0,12.0,1,8,0,0,0,1,0,1,1
2987,"[12, 18, 14, 10751]",Ronja Robbersdaughter,/C5BnctUPPdnS9H4PINXlpUyyIF.jpg,271,1.571582,"runaway,in love with enemy,becoming an adult,robber,castle,daughter,friendship,hostility,fairy-tale figure,mother daughter relationship,forest,child",44,6.6,Tage Danielsson,8940.0,PG,3.0,3.0,12,7,0,1,0,1,0,1,1
2988,"[28, 12, 35, 18, 10751, 10402, 10749]",Crossroads,/egIs4cWxn0iBErFKrQ7STckjj49.jpg,17130,1.571123,"dancing,women,sex,karaoke,dream,pop singer,virgin,motel,graduation,kiss,friendship,high school,road trip,unfaithful boyfriend,hospital,singing,teen,girl,rebellious daughter,on the road,father daughter relationship,chick flick,pop music,audition,teenage pregnancy,mother daughter estrangement,implied rape,woman director,journey,song writing",133,4.7,Tamra Davis,34876.0,PG,4.0,2.0,2,9,1,1,1,1,0,0,1
2989,"[37, 28]",Cheyenne Autumn,/snM63V12NV4dhyeJhVs3Dprh99Q.jpg,40630,1.57109,"native american,cavalry,cheyenne",23,5.7,John Ford,3938.0,PG,25.0,1.0,10,5,0,0,0,1,0,0,0
2990,"[35, 80, 53, 10749]",You Kill Me,/cX4KsThXkeZyoniL8GABSRXqJwp.jpg,8141,1.57093,"new york,san francisco,alcoholism,serial killer,alcoholic",61,6.1,John Dahl,16484.0,15,7.0,4.0,2,9,1,0,1,0,0,0,1
2991,"[28, 35]",Hot Rod,/6LDKcAFFNJ3ra1a5LgPSiAbyJHC.jpg,10074,1.570922,"stuntman,step father,swimming pool,aftercreditsstinger",256,6.3,Akiva Schaffer,62968.0,12,34.0,12.0,8,9,0,0,1,1,0,0,0
2992,"[10749, 35]",Grumpier Old Men,/6ksm1sjKMFLbO7UY2i6G1ju9SML.jpg,15602,1.570876,"fishing,best friend,duringcreditsstinger,old men",74,6.5,Howard Deutch,20135.0,12,15.0,6.0,12,8,1,0,1,0,0,0,0
2993,"[28, 12, 18]",The Emerald Forest,/aiO9s3kuhrViz9s78wS1bsesdmW.jpg,11532,1.570753,"father son relationship,brazil,amazon,jungle,amazon rainforest,deforestation,indigenous peoples,child abduction,based on a true story",40,7.3,John Boorman,7684.0,R,1.0,2.0,6,7,0,0,0,1,0,0,1
2994,"[80, 18, 53]",Suburra,/hOkIYMrNmEE3ybDznJlO0tOKbWd.jpg,356296,1.570121,mafia,185,7.3,Stefano Sollima,9091.0,15,4.0,3.0,10,10,0,0,0,0,0,0,1
2995,[18],The Las Vegas Story,/ySDup5Qibez3VNyWhx79lsMwing.jpg,26283,1.569911,"las vegas,film noir",8,4.6,Robert Stevenson,683.0,PG,2.0,1.0,1,4,0,0,0,0,0,0,1
2996,"[28, 12, 10752]",Missing in Action 2: The Beginning,/fXCXuj3zaigyGTo8oXP82M5ykf9.jpg,12764,1.568763,"prisoners of war,liberation,vietnam war,vietcong,death of a friend,revenge,escape,shootout,torture",52,5.1,Lance Hool,5982.0,Unrated,9.0,2.0,3,7,0,0,0,1,1,0,0
2997,"[28, 53]",D-Tox,/fiMHykdFwPF76Xtpl59hRTGo7Kf.jpg,10375,1.568248,"alcoholism,serial killer,hospital,police officer,detox",95,5.5,Jim Gillespie,20357.0,18,18.0,53.0,1,9,0,0,0,1,0,0,1
2998,"[10402, 10751, 18]",Beat Street,/g3z0GJhLjBwCkPXJ0XARcP6dEBq.jpg,17667,1.568029,"disc jockey,rap,hip-hop,rhyme battle,subway,dance,breakdance,graffiti",17,6.8,Stan Lathan,2705.0,PG,7.0,1.0,6,7,1,1,0,0,0,0,1
2999,"[35, 18]",The Most Beautiful Day,/36bD873S2mXw7Ezxd4rGbIlXZBl.jpg,373889,1.567902,"terminal illness,road trip",39,6.9,Florian David Fitz,1900.0,12,2.0,1.0,2,10,0,0,1,0,0,0,1
3000,"[53, 27]",Dracula 2000,/6YF56U91zP1mQvle83KA1A7CPop.jpg,10577,1.567519,"vampire,dracula,bite,blood,vamp,vlad,fang vamp",110,4.6,Patrick Lussier,28119.0,15,35.0,17.0,12,9,0,0,0,0,0,0,1
3001,"[53, 35, 80, 12]",Adventures in Babysitting,/cYCpqHVoZvf5x4bO8EA68YBX1N.jpg,14367,1.567459,"blues,unfaithful boyfriend,one night,playboy magazine,suburbanite,short sightedness,chop shop,homeless man,stitches, expressway,carrying someone,tow truck driver,frat party,criminal gang,hanging from a rooftop,held hostage,auto theft,norse mythology",131,6.7,Chris Columbus,29958.0,12,20.0,4.0,7,7,0,0,1,1,0,0,1
3002,"[28, 35, 18, 37]",City Slickers II: The Legend of Curly's Gold,/cF4viaSrpeW1WUuYnIcUUHnyPQo.jpg,11310,1.567381,"nevada,gold,birthday,treasure hunt,gold bar,friendship bracelet,cowboys",84,5.0,Paul Weiland,15665.0,12,15.0,8.0,6,8,0,0,1,1,0,0,1
3003,"[27, 53]",ATM,/rHKI6YzC3DDFRsga83Dy7zFjQUY.jpg,89691,1.567022,"atm,hooded figure,duringcreditsstinger",149,5.3,David Brooks,19637.0,15,7.0,3.0,2,10,0,0,0,0,0,0,1
3004,"[28, 80, 18, 9648, 53]",No Good Deed,/vGwbyQOGOG5WRKcemHREpdSviMO.jpg,2017,1.566974,"robbery,detective,bank,hostage,robber,police,femme fatale,based on true story,thief,tension,missing girl,theft,police officer,police detective,bank robbery,policeman,team of criminals,neo-noir",50,5.2,Bob Rafelson,6198.0,15,10.0,6.0,6,9,0,0,0,1,0,0,1
3005,"[53, 18]",The China Syndrome,/u0tbxqq0krtGMWnuycmikHPQ22Z.jpg,988,1.566879,"california,telecaster,energy policy,radiation,earthquake,tv station,nuclear power station,maximum credible accident,cinematographer,core melt,nuclear power plant,suspense,conspiracy,tv reporter,car chase,atomic reactor,swat team,whistleblower,falsification,nuclear accident,picketing,turbine",85,7.0,James Bridges,21508.0,PG,4.0,2.0,3,6,0,0,0,0,0,0,1
3006,"[80, 18, 28, 53]",Rampart,/iyQgIe3Lm6jliVD1aCVl5PytqwU.jpg,75622,1.566746,"confession,one-night stand,title spoken by character,police corruption,racism,brutality,district attorney,racial tension,gunshot,ex-wife,bigotry,road rage,lapd,homeless man,ethnic diversity,racist cop",106,5.4,Oren Moverman,20434.0,15,11.0,3.0,12,10,0,0,0,1,0,0,1
3007,"[27, 53]",No One Lives,/fQarG0ddQM5XddKz0BXd7qTGK9j.jpg,123109,1.566695,"suicide,male nudity,female nudity,shotgun,restaurant,nudity,motel,highway,police,psychopath,murder,travel,gore,serial killer,gang,blood,slasher,torture,crash,extreme violence,violence,country,trailer,wrecking yard,kiddnapping,tracking device,person in car trunk",127,5.3,Ryûhei Kitamura,14170.0,18,20.0,3.0,3,10,0,0,0,0,0,0,1
3008,"[18, 10749]",Julieta,/mwG0YDtmDtEw7371WLIBxmU0xXT.jpg,332872,1.56669,"spain,sex,depression,baby,secret,nudity,lover,pain,female friendship,marriage,friendship,autobiography,love,loneliness,mother daughter relationship,pregnant,hospital,single mother,guilt,death,happiness,childhood,maturity,mother daughter estrangement,flashback,madrid spain,memories,troubled family",172,6.8,Pedro Almodóvar,15880.0,15,4.0,11.0,4,10,1,0,0,0,0,0,1
3009,"[10749, 18]",Little Children,/225OXhGllrBJ6FWaYyiosxDU1us.jpg,1440,1.566315,"skateboarding,mother,american football,adultery,wife husband relationship,small town,eroticism,vororte,pedophilia,loser,infant,housewife,bourgeoisie,deceived wife,playground,stay-at-home dad,castration,psychopath,ex-cop,children,mother daughter relationship,psychopathy,masturbation,extramarital affair",193,6.8,Todd Field,94925.0,15,20.0,1.0,10,9,1,0,0,0,0,0,1
3010,"[18, 80]",Gomorrah,/6aVJi30jxywKXbrpcBD11AuVoKv.jpg,8882,1.566285,"money delivery,gang war,power,mafia boss,camorra,gang,drug,criminal,fashion,financial transactions",167,6.6,Matteo Garrone,39764.0,15,1.0,1.0,5,9,0,0,0,0,0,0,1
3011,"[27, 53]",Thriller: A Cruel Picture,/ll7IkFnQ2usjDRPNZSZwnWNvinB.jpg,15018,1.566236,"rape,revenge,female protagonist,mute girl,erotic movie,shoxploitation",43,6.7,Bo Arne Vibenius,5569.0,Unrated,5.0,1.0,5,6,0,0,0,0,0,0,1
3012,[35],Deal of the Century,/JGQOSHYEYO59RTxnXKNOwTyExA.jpg,20545,1.566234,"based on novel,cold war,weapon,arms dealer,dictatorship,satire",11,5.0,William Friedkin,3079.0,PG,5.0,9.0,11,7,0,0,1,0,0,0,0
3013,[35],Girl Most Likely,/7NKwZnzY89P6BUY0U5Hw87csCyv.jpg,72890,1.566186,woman director,82,5.7,Shari Springer Berman,12829.0,12,4.0,1.0,9,10,0,0,1,0,0,0,0
3014,"[10752, 80, 18, 9648, 10749, 53]",The Good German,/3LjHC2CWDkzoiPehf3GViujws0.jpg,182,1.566141,"berlin,corruption,nazi background,love of one's life,chauffeur,black market,missile,postwar period,war correspondent,allied,truth,murder,humanity",74,5.8,Steven Soderbergh,21955.0,15,28.0,11.0,12,9,1,0,0,0,1,0,1
3015,"[28, 12, 35]",Cheech & Chong's Next Movie,/tHQidVxMZNV32rbOWGsK83pL2m.jpg,13612,1.566047,"comedy,marijuana",54,6.3,Tommy Chong,9580.0,R,7.0,2.0,7,7,0,0,1,1,0,0,0
3016,"[80, 18, 9648, 53]",Unknown,/qNeGtQaatgMGrS60xZ0yMOVblVJ.jpg,9828,1.565961,"ransom,factory,amnesia,men,police,past,kidnapping,survival,photographic memory,toxic gas",86,6.5,Simon Brand,26539.0,15,20.0,3.0,11,9,0,0,0,0,0,0,1
3017,"[18, 9648]",Proof,/epdaSTJ7sPeXrDaaRE4oefTqXqv.jpg,9777,1.565539,"alcohol,sex,mathematician,paranoia,dementia,proof,notebook,police,campus,party,love,grief,student,university,drug,illness,science,disturbed,complications,collision,papers",138,6.0,John Madden,37600.0,12,1.0,14.0,9,9,0,0,0,0,0,0,1
3018,"[35, 18, 10749]",Mystic Pizza,/1HBsrVam34RKnwkYpm84mRv9dwE.jpg,11191,1.565443,"independent film,commitment,lobster,portuguese american",99,5.9,Donald Petrie,19460.0,R,2.0,1.0,10,7,1,0,1,0,0,0,1
3019,[35],Gulliver's Travels,/7LipqR0RSfPYzZJf2TajeI5598M.jpg,38745,1.565402,"journalist,forbidden love,princess,royal court,3d stereoscopic",491,5.0,Rob Letterman,55116.0,PG,74.0,19.0,12,10,0,0,1,0,0,0,0
3020,"[35, 18, 878]",Cocoon: The Return,/AkPcfRIZ1ZynIB2nnOOOWzHPOT9.jpg,11285,1.565353,"return,pregnant,shape shifting alien,pregnant woman,expectant father,expectant mother,pregnant wife,shape shifter,cocoon,senior citizen,human alien,human form,ice cream sundae,wife and husband lead actors",74,5.3,Daniel Petrie,12615.0,PG,10.0,12.0,9,7,0,0,1,1,0,0,1
3021,"[18, 10749]",The Prince of Tides,/pstlHVvLHV9WWU3mgxn5WMKBVX9.jpg,10333,1.565194,"american football,trainer,twin sister,suppressed past,psychiatrist,extramarital affair,woman director",44,5.8,Barbra Streisand,13042.0,15,1.0,1.0,12,8,1,0,0,0,0,0,1
3022,"[27, 53]",Two Evil Eyes,/11OWWeTDobpHBSXcayKoM23DyfS.jpg,29514,1.5646,"cat,photographer,nightmare,hallucination,hypnosis,greed,alcoholism,anthology,stabbed to death,zombie,spirit,violence,horror anthology",26,6.0,Dario Argento,4528.0,18,7.0,3.0,1,8,0,0,0,0,0,0,1
3023,"[28, 53, 10752]",The Wild Geese,/jzZIlnhjNq2ycPXMSgi6GEzXju6.jpg,7010,1.56454,"africa,mercenary,diplomat,private army,outlaw,kidnapping",49,6.1,Andrew V. McLaglen,9638.0,R,20.0,1.0,7,6,0,0,0,1,1,0,1
3024,"[27, 53]",Friday the 13th Part III,/5wg2NZyIhcMbIBAahBODXHyJ54S.jpg,9728,1.56422,"lake,summer camp,murder,serial killer,slasher,summer,jason voorhees,one by one,friday the thirteenth",181,5.8,Steve Miner,34154.0,R,7.0,1.0,8,7,0,0,0,0,0,0,1
3025,[18],Quills,/4fz5LDFsapXDJVLsy2jh5VPZtR0.jpg,10876,1.564032,"asylum,french revolution,french,smuggling,maid",95,6.8,Philip Kaufman,45969.0,18,9.0,6.0,11,9,0,0,0,0,0,0,1
3026,"[18, 14, 878]",Franklyn,/nPuegoU8W4lWB9x0rDrA1QDfyKF.jpg,8884,1.563821,"london england,suspense,masked vigilante",75,5.7,Gerald McMorrow,15232.0,15,10.0,7.0,10,9,0,0,0,1,0,1,1
3027,"[28, 12, 35, 53]",Bulletproof,/fUIX9vUzaku5KFLV1fNlDEExr3k.jpg,10723,1.563727,"undercover,friendship,police,cop,bullet wound,drug,drug lord",127,5.3,Ernest R. Dickerson,30550.0,18,25.0,4.0,9,8,0,0,1,1,0,0,1
3028,"[35, 14, 10749]",Bewitched,/auUAybijSJ72XuTaPgh0EhvyJ13.jpg,9722,1.563725,"witch,tv show,enchantment,falling in love,spectacle,woman director",345,4.8,Nora Ephron,60327.0,PG,26.0,8.0,6,9,1,0,1,0,0,1,0
3029,"[35, 80, 12, 14]",Fantomas Unleashed,/mVaHzujwXAVnBiN2kJbQZ77W69r.jpg,1870,1.563478,"press,police operation,fugitive,criminal,poliziotteschi",46,7.0,André Hunebelle,4749.0,U,1.0,3.0,12,5,0,0,1,1,0,1,1
3030,"[27, 53]",30 Days of Night: Dark Days,/y3GK3hpDNPsPN7uQ7A8GO53UJWZ.jpg,42941,1.563408,"hero,vampire,supernatural,revenge,rivalry,violence,danger,interrogation,man punching a woman,wrist slitting,coughing blood,sleeping in a car,vampire cop,burnt body,corrupt agent,death of husband,escapade,imaginary,deadly,chases and races,mind and soul,track down",102,4.8,Ben Ketai,10572.0,12,23.0,7.0,10,10,0,0,0,0,0,0,1
3031,"[35, 10749]",Spanish Affair,/3VCkiEjNgv2SbJQpyqAp38ViAYS.jpg,236737,1.563313,"fight,lie,basque country ,san sebastian,romantic comedy,country,seville,andalucia,zumaia,topics",179,6.8,Emilio Martínez Lázaro,12336.0,U,6.0,4.0,3,10,1,0,1,0,0,0,0
3032,"[18, 10749]",My Name Is Khan,/ipMQOfE4juN3FQh7uL1os1rwYRs.jpg,26022,1.563281,bollywood,176,7.5,Karan Johar,77660.0,12,5.0,1.0,2,10,1,0,0,0,0,0,1
3033,"[28, 53]",Lionheart,/6dVDVZ5nUAVgj23qSWFUqzRaZrx.jpg,9399,1.563168,"upper class,drug dealer,foreign legion,fistfight,foreign legionaire,revenge",131,6.0,Sheldon Lettich,26162.0,18,22.0,2.0,6,8,0,0,0,1,0,0,1
3034,"[28, 35]",Showtime,/a1vRxRQFRwheHXJESIt2cnfudaH.jpg,5851,1.563049,"police operation,police everyday life,fugitive",218,5.3,Tom Dey,53971.0,12,74.0,19.0,3,9,0,0,1,1,0,0,0
3035,"[28, 80, 18]",Brick Mansions,/v6M79FGu0G9KSR7bvXL76NbwyqC.jpg,254473,1.562584,"martial arts,atomic bomb,ghetto,parkour,cops,remake,undercover cop,gangster,remake of french film",531,5.8,Camille Delamarre,33860.0,15,58.0,5.0,4,10,0,0,0,1,0,0,1
3036,"[12, 35, 10751]",Major Payne,/tCgBOpglqgg478AIy9wYfZ7choY.jpg,11008,1.562565,"headquarter,military base,military service,base,major,military spoof,instructor",119,5.9,Nick Castle,23158.0,12,31.0,8.0,3,8,0,1,1,1,0,0,0
3037,"[28, 53]",Killing Season,/ftZVLKyr3RDGtVelU06GAbtOFQa.jpg,77663,1.562556,"hunter,bosnia and herzegovina,cabin,baptism,revenge,gore,blood,violence,hunting,war injury,bow hunting,ex special forces,anti war argument",367,5.2,Mark Steven Johnson,29842.0,15,16.0,7.0,7,10,0,0,0,1,0,0,1
3038,"[18, 80]",Things to Do in Denver When You're Dead,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,400,1.56249,"father son relationship,bounty hunter,boat,way of life,coffin,denver,godmother,paranoia,hitman,friendship,psychopath,revenge,murder,independent film,mafia,diner,blood,gangster,violence,illegal prostitution,extramarital affair",65,6.6,Gary Fleder,22995.0,18,24.0,6.0,12,8,0,0,0,0,0,0,1
3039,[18],Christine,/xji5lxzK4qJYHriyUutSISJVSAC.jpg,339405,1.562414,"suicide,biography,news broadcaster",46,7.0,Antonio Campos,5106.0,15,1.0,1.0,10,10,0,0,0,0,0,0,1
3040,[35],The First Wives Club,/k4gb8CcRgvYM0XB0SBEiWzBhe3f.jpg,2925,1.562,"divorce,divorced woman,reunited friends",120,6.4,Hugh Wilson,33447.0,PG,6.0,1.0,9,8,0,0,1,0,0,0,0
3041,[27],The Human Centipede 3 (Final Sequence),/sxyl4KEFAMKzdui2gtRhWCtxmAx.jpg,94365,1.561986,"exploitation,sequel,gore,b movie,torture,extreme violence,torture porn,ifc midnight",106,3.6,Tom Six,9317.0,18,5.0,5.0,5,10,0,0,0,0,0,0,1
3042,"[18, 35, 80]",Adam's Apples,/ysLgwV21cnoI9nkWIvdZWqJuwjE.jpg,1023,1.561941,"suicide,neo-nazi,rape,mentally disabled,brain tumor,gas station,self sacrifice,pastor,suppressed past,cynic,lie,bodily disabled person,mephisto,adolf hitler,hold-up robbery,church service,parish,appel tree,crow,disabled child,appel pie,faith,satire,god,dark comedy,shootout,religion,hospital,doctor,pistol,pregnancy,alcoholic,apple,good and bad,religious humour",157,7.4,Anders Thomas Jensen,37375.0,15,2.0,5.0,4,9,0,0,1,0,0,0,1
3043,"[35, 9648]",Wrong,/2e6Sf9ZuMdF566MbXfM6zdVd0RC.jpg,83186,1.561831,"surreal,kidnapping,dog,arthaus",86,6.0,Quentin Dupieux,7541.0,12,1.0,4.0,9,10,0,0,1,0,0,0,1
3044,"[18, 28, 53, 80, 10752]",The Devil's Double,/umXaJpx6MMO9MKx2KIcMzPctVyF.jpg,62630,1.561641,"palace,impostor,pervertion",183,6.4,Lee Tamahori,55351.0,18,9.0,12.0,2,10,0,0,0,1,1,0,1
3045,"[27, 28, 53]",Day of the Dead,/3XOH1jaFFhfGD5gxv05GSdBWn21.jpg,13613,1.560567,zombie,83,4.7,Steve Miner,18401.0,18,28.0,9.0,4,9,0,0,0,1,0,0,1
3046,"[18, 10402]",The Doors,/9CkFrWAkg23YynYd2uJLyWznMZZ.jpg,10537,1.560176,"hippie,poetry,sex,rock and roll,nudity,hallucination,wilderness,airplane,musical,addicted,joint,organ,lsd,biography,alcoholism,the doors,car crash,singer,drug,music band,flashback,blood ritual",214,6.7,Oliver Stone,70920.0,18,30.0,5.0,3,8,1,0,0,0,0,0,1
3047,"[18, 27, 36]",Witchfinder General,/jIC18i83BipNSghs8nWRBFINb2p.jpg,31965,1.56006,"witch,burning of witches,sorcery",42,6.4,Michael Reeves,6884.0,Unrated,2.0,1.0,5,5,0,0,0,0,1,0,1
3048,[18],Secretariat,/nk7pQIFhMhAJV6rCYPyeuvRk9x3.jpg,39486,1.559889,"horse race,horseback riding,biography",81,6.8,Randall Wallace,21708.0,U,5.0,6.0,8,10,0,0,0,0,0,0,1
3049,"[36, 18]",The Dark Valley,/7jaM7oeqwC4PpqEyaJPteWSNGov.jpg,248933,1.559425,western,80,6.9,Andreas Prochaska,8479.0,15,4.0,3.0,2,10,0,0,0,0,1,0,1
3050,[18],Mysterious Skin,/wynnf6LT4ueuCuREPRMtHGQIk5T.jpg,11171,1.558566,"child abuse,amnesia,trainer,hustler,homosexuality,independent film,childhood sexual abuse",196,7.3,Gregg Araki,58599.0,Unrated,2.0,1.0,5,9,0,0,0,0,0,0,1
