genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
"[18, 35, 10749, 10751]",Picture This,/nW9MzfiqwVMloUAJibXKE29JD8C.jpg,15671.0,1.580969,high school,71.0,5.0,Stephen Herek,8343.0,12,3.0,1.0,7.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
"[35, 10751, 14]",Dr. Dolittle: Tail to the Chief,/nUvmXR9FLXA1SaTaFM7dIANfivl.jpg,27996.0,1.685893,"kids and family,animal",30.0,4.9,Craig Shapiro,1619.0,PG,1.0,2.0,3.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
"[35, 14, 10751, 10402, 16]",Alvin and the Chipmunks: Chipwrecked,/31IPWvH2l4ycyK8EsMOmmwiJC7n.jpg,55301.0,2.16594,"sequel,chipmunk,cruise ship,overboard",368.0,5.4,Mike Mitchell,24054.0,PG,23.0,6.0,12.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
"[12, 18, 10751]",Hugo,/fkeaJr29ypea1n24gzspsc7qK44.jpg,44826.0,3.368156,"library,clock,film director,key,toy,boy,love,orphan,robot,automaton,hiding,filmmaking,leg brace,doberman,3d",1627.0,6.9,Martin Scorsese,257731.0,U,54.0,51.0,11.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"[12, 10751, 878, 28]",The Black Hole,/20IPuZOXNRZJBN0loUYClFR8cpx.jpg,9570.0,1.473865,"killer robot,space marine,ghost ship,black hole",109.0,6.0,Gary Nelson,19004.0,PG,17.0,9.0,12.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[28, 35, 18, 10751]",D2: The Mighty Ducks,/ZITicpWKxy2d3JnpWMypbUn91e.jpg,11164.0,1.473498,"competition,adversary,sport,hockey player,hockey coach,ice hockey,youth",107.0,5.8,Sam Weisman,29362.0,U,23.0,2.0,3.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
"[10751, 28, 12, 878]",Journey to the Center of the Earth,/iwKM3oazawKrHwyrVNjcI1jza1W.jpg,16929.0,1.256595,"travel,dinosaur",8.0,4.1,T.J. Scott,1379.0,PG,7.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[35, 10751]",Cheats,/zImunmS5fFchvHwOUvAzDXjg8kk.jpg,16875.0,1.250532,student,19.0,5.5,Andrew Gurland,4039.0,12,2.0,2.0,10.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[878, 14, 12, 10751]",Ruby Red,/9ly8nXuDuiAsYjEmAOLJ9ANZpsb.jpg,175774.0,1.808315,"time traveler,teenage romance",232.0,6.4,Felix Fuchssteiner,5337.0,12,7.0,2.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[35, 18, 10751, 10770]",Geek Charming,/7y02xiRSFqAh9yE6M5xz5bMAkKa.jpg,81250.0,1.573372,"geek,high school,teenager,popularity,unlikely lovers,tv documentary,teenage romance,based on young adult book",124.0,6.0,Jeffrey Hornaday,8724.0,PG,3.0,1.0,11.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"[28, 35, 18, 10751]",D3: The Mighty Ducks,/umoEeNQqhvUg7jnpdGZnvNHCRFS.jpg,10680.0,1.449722,"college,sport,scholarship,hockey player,hockey coach,teenage boy",79.0,5.3,Robert Lieberman,19949.0,PG,23.0,4.0,10.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
"[35, 10751, 14, 10749]",Enchanted,/65EfHNQ6NCeAoRPNLRhTyLqNZmU.jpg,4523.0,3.32564,"queen,fairy tale,musical,princess,portal,animation,poison apple,fantasy world,evil witch,part animation",993.0,6.7,Kevin Lima,149501.0,PG,39.0,11.0,11.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
"[878, 80, 28, 12, 10751]",Power Rangers S.P.D.,/cu7Lw9f6X47ilzNoIessqMpMRFn.jpg,75209.0,1.39736,"super sentai,power rangers",4.0,7.3,John Laing,1713.0,U,13.0,5.0,9.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"[14, 28, 35, 878, 10751]",Ghostbusters II,/4nN0EYNbOWHJ9UO39maO5Kvcdfa.jpg,2978.0,3.376898,"slime,ghostbuster,product placement,reincarnation,painting,crude humor,scream,single mother,old flame,courtroom,book store,chrysler building,river of slime,revolving door,reference to slinky,occult research",813.0,6.3,Ivan Reitman,148222.0,PG,52.0,20.0,6.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"[28, 18, 10751, 36, 10752]",Memorial Day,/4eRiRft3FruMU07ZdxLNnvAk8Gc.jpg,105945.0,1.518813,"military weapons,warbird,insurgent,army national guard,shrapnel,war souvenir,1940s",14.0,5.6,Samuel Fischer,1870.0,15,6.0,4.0,6.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"[14, 12, 35, 10751]",The Love Bug,/hxyUxikaL7Zr7uXh2MRDbQlGVda.jpg,32643.0,1.633606,"tv movie,evil bug",17.0,5.1,Peyton Reed,1140.0,U,2.0,3.0,11.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"[35, 10751, 14, 878]",Batteries not Included,/6N2HGV0KgCWVg41zAgAuBbwcE3e.jpg,11548.0,1.649749,"extraterrestrial technology,alien life-form,alien phenomenons,spaceship",175.0,6.3,Matthew Robbins,24613.0,PG,12.0,6.0,12.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"[14, 27, 53, 878, 9648, 10751]",The Watcher in the Woods,/1mRLqyUxrV6F90JncmuGJPIkDJg.jpg,21970.0,1.51203,"country house,solar eclipse,haunted house,past",33.0,6.2,John Hough,4188.0,PG,1.0,8.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
"[10751, 14, 27]",Mostly Ghostly: Have You Met My Ghoulfriend?,/1TwLyajEBz5qzKhVEdIyV1AK9tY.jpg,289239.0,1.268884,"halloween,sequel,based on a children's book,ghost",20.0,5.1,Peter Hewitt,668.0,12,8.0,1.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
"[10749, 35, 10751]",The Muppets Take Manhattan,/xLPAUmA5x7BGp7GAzCqET5Asjg9.jpg,11899.0,1.35127,"new york,career,musical,frog,pig,music,puppet,puppetry,the muppets",79.0,6.4,Frank Oz,15873.0,U,7.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"[10751, 12]",The Famous Five,/tqQBLKDrycJeUZJjrrLM2laUL15.jpg,80714.0,1.364453,adventure,10.0,6.5,Mike Marzuk,260.0,PG,9.0,2.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[14, 18, 878, 10751, 10769]",Skellig: The Owl Man,/h67iJsDXiAWSXaOBN1iBOkq0U86.jpg,17046.0,1.241214,"angel,based on novel,book,owl,woman director",7.0,3.4,Annabel Jankel,1673.0,PG,5.0,11.0,4.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
"[14, 35, 10751]",The Kid,/bTsn3l3QLmtKGPnOkKWpLObOgu7.jpg,4244.0,1.35335,"age difference,midlife crisis,suppressed past,self-awareness,childhood memory,humor,changing the past or future",195.0,5.9,Jon Turteltaub,35478.0,PG,24.0,3.0,7.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
"[28, 12, 18, 10751]",White Fang,/27wg0rVZW8hX7nWeHCwTf9DygGc.jpg,12227.0,1.831401,"based on novel,gold,treasure,coffin,human animal relationship,friendship,alaska,shootout,dog,prospector,klondike,yukon,boy dog relationship,gold miner",106.0,6.5,Randal Kleiser,16347.0,PG,8.0,5.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"[35, 10751]",The Kid & I,/x5V7E5sawo79mjPUKkKt2aQZdxJ.jpg,64972.0,1.376155,woman director,3.0,5.3,Penelope Spheeris,1218.0,U,5.0,2.0,12.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[12, 35, 10751, 878, 28]",Back to the Future Part II,/k5dzvCQkXU2CAhLtlj9BHE7xmyK.jpg,165.0,3.355751,"skateboarding,flying car,car race,delorean,lightning,almanac,inventor,time travel,sequel,diner,alternate history,teenager,electric guitar,walking cane,high school dance,hoverboard,video phone",2979.0,7.3,Robert Zemeckis,363711.0,PG,20.0,22.0,11.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"[10751, 12, 14]",The Christmas Dragon,/tgy5fFL3vg1Tf37P1ESRFoTZsob.jpg,309770.0,1.270303,"dragon,christmas",8.0,5.2,John Lyde,328.0,PG,8.0,1.0,11.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[35, 10751]",Monkey Trouble,/nVSuk86X8hzu0S1TIiW4EkENv28.jpg,41582.0,1.283967,"brother sister relationship,pet shop,thief,monkey",28.0,5.8,Franco Amurri,5218.0,U,19.0,1.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[14, 12, 10751]",The Adventurer: The Curse of the Midas Box,/symtByZWJj0wGsSoKQDKmgiQbce.jpg,227707.0,1.876709,"london england,based on novel,key,adventure,supernatural,steampunk",61.0,5.1,Jonathan Newman,4553.0,PG,7.0,13.0,12.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[12, 35, 10751, 14, 27, 10770]",Halloweentown,/ih2qNTuutdoG5Ll7CHxNgFpCBX3.jpg,27850.0,1.207762,"holiday,witch,magic,halloween,warlock,disney channel",64.0,6.2,Duwayne Dunham,8220.0,PG,1.0,2.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
"[878, 35, 10751, 10749]",The Flintstones in Viva Rock Vegas,/nEkMYwctrUH8ueaAcJFZnAEltMX.jpg,889.0,1.509404,"waitress,marriage proposal,flirt,stone age,best friend,dinosaur",92.0,4.3,Brian Levant,16300.0,PG,34.0,43.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"[16, 35]",Happy Feet,/8RLEzftZK87S2usLsQoYtyNYzoV.jpg,9836.0,2.76102,"ocean,fish,zoo,penguin,tap dancing,love,crush,snow,singing,antarctica,family,anthropomorphic animal,duringcreditsstinger",1056.0,5.9,George Miller,140157.0,U,2.0,2.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[10751, 35]","Alexander and the Terrible, Horrible, No Good, Very Bad Day",/f29NQJaWyzXldOGT7F5CDKbwAH9.jpg,218778.0,2.129437,"based on novel,job interview,bad luck,wish,one day,based on a children's book,driver's test",423.0,6.2,Miguel Arteta,31993.0,PG,29.0,12.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[35, 18, 10751, 14, 10749]",Just My Luck,/tqDuLqR91WQYXDiobB8YTJ1ZWWO.jpg,10025.0,1.717727,"jinx,bad luck,kiss,romantic comedy,alcohol abuse,celebration,envy,luck,mysterious stranger,masquerade",340.0,5.6,Donald Petrie,45986.0,PG,17.0,5.0,5.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
"[12, 10751]",Treasure Buddies,/82vMfOg88btIly1YwfOKUVYqvXU.jpg,78047.0,1.457453,"cat,airplane,treasure hunt,monkey",11.0,4.1,Robert Vince,1170.0,PG,8.0,5.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[10751, 12]",The Lost Treasure of the Knights Templar III: The Mystery of the Snake Crown,/ogznxq4xtkdjpd6DOfF4Mn7VGkf.jpg,16045.0,1.249866,"boy,sequel,crown",3.0,4.8,Giacomo Campeotto,254.0,PG,3.0,3.0,3.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[28, 16, 878]",Renaissance,/qLCgkxWisyDBLLQWaANRiaMG6wn.jpg,9389.0,1.319618,"paris,japanese,identity,underworld,monopoly,future,beauty,victim,dystopia,boss,police,president,animation,disappearance,cgi,black and white,theft,scientist,researcher,corporation",63.0,6.7,Christian Volckman,14558.0,15,4.0,3.0,3.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[12, 10751]",Flipper,/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg,36355.0,1.360416,"dolphin,florida,florida keys,summer",69.0,5.3,Alan Shapiro,8378.0,PG,6.0,7.0,5.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[16, 53, 18]",@Suicide Room,/c3a06noB0shFyLmajyB62oGftiV.jpg,72478.0,1.313502,"male nudity,virtual reality,internet,computer games,homosexual",72.0,7.5,Jan Komasa,6722.0,15,3.0,10.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[10749, 18, 10751]",The Ultimate Gift,/nxiAVPIzO5RtFQnrHLfC5yk0I4a.jpg,14624.0,1.279701,"grandfather grandson relationship,independent film,wealth,inheritance fight",60.0,6.6,Michael O. Sajbel,14803.0,PG,3.0,5.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[35, 18, 10751, 14, 10770]",Twitches,/vp5vsNH5JpoI9lBkrdCUBbfVdU4.jpg,21481.0,1.381939,"mother,sister sister relationship,twin sister,magic,adoption,darkness,uncle,mother daughter relationship,dead father,another world,sorcière,soeur",52.0,5.3,Stuart Gillard,5041.0,PG,7.0,1.0,10.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
"[28, 12, 10751, 14]",Mighty Joe Young,/7ZqKvQwc3xUMBbadqzroMOnWwKc.jpg,9822.0,1.301854,"gorilla,dying and death",161.0,5.9,Ron Underwood,23836.0,PG,55.0,30.0,12.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[35, 18, 10751]",Krippendorf's Tribe,/4pnYmoz8TnxHOMQPk4FNGcjyJa0.jpg,31220.0,1.257552,"single parent,based on novel,expedition,professor,college,circumcision,family relationships,jungle,anthropology,monkey,lecture,lost tribe,faked footage,hoax,papua new guinea,new guinea,circumcision ritual",22.0,4.4,Todd Holland,4687.0,12,6.0,6.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"[35, 10751]",Paulie,/lAxYiGccdBgfMGwbJYzR9o3yabu.jpg,36568.0,1.237684,"parrot,research,thief,girl,mexican american",51.0,6.0,John Roberts,12241.0,U,10.0,16.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[16, 10751, 14, 12, 35, 10749]",Hercules,/yds93kIrmH1aNN0YKAcHLyOkNEV.jpg,11970.0,2.917151,"hades,musical,peasant,animation,aftercreditsstinger,olympus,hercules",1166.0,7.2,Ron Clements,153139.0,U,2.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
"[10751, 35, 14, 12]",The Peanut Butter Solution,/gA1BzXAMSWCEx381qBumZfZ9lLr.jpg,19425.0,1.26059,"magic,hair,bald",10.0,5.7,Michael Rubbo,1476.0,PG,1.0,3.0,12.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"[12, 10751, 878]",The Adventures of Sharkboy and Lavagirl,/ai5O9rm0X4trFSUtvvoX9BpVMO0.jpg,14199.0,1.588171,"imaginary friend,outcast",187.0,4.2,Robert Rodriguez,21705.0,U,7.0,7.0,6.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[35, 18, 10751, 10749]","Angus, Thongs and Perfect Snogging",/ga6pDaKJvwTCpBSUoGjhAvJAMyC.jpg,12689.0,1.381817,"adolescence,parents kids relationship,becoming an adult,puberty,move,precocity,snogging,coming of age,woman director,based on young adult book",176.0,6.5,Gurinder Chadha,21173.0,12,3.0,1.0,7.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
"[28, 12, 35, 10751, 10402]",Popeye,/Fr4gButOoQQuykZzgDR2ZbSioy.jpg,11335.0,1.50657,"baby,blackmail,supernatural powers,based on cartoon,sailor,spinach,abandoned baby",123.0,5.4,Robert Altman,24633.0,PG,2.0,7.0,12.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
"[12, 35, 16]",Why I Did (Not) Eat My Father,/tfsBzGGnVxkvNuUyfAkpITVoELb.jpg,280391.0,1.684122,"animation,evolution,humanity",106.0,5.2,Jamel Debbouze,776.0,PG,5.0,1.0,4.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"[28, 18, 10751]",Spare Parts,/qOlGxO6WfcGFwLBPlNwrkiGxFXO.jpg,264337.0,1.584506,"m.i.t.,hispanic,high school student,robotics club,car parts,spanish spoken",56.0,6.6,Sean McNamara,8321.0,PG,4.0,5.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"[14, 878, 10751, 16]",The Pagemaster,/yMnDgWeFQP903aPJvh5HAvyQycw.jpg,15139.0,1.823896,"library,adventure,part animated",121.0,6.3,Pixote Hunt,16896.0,U,5.0,4.0,11.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[35, 10751]",Big Fat Liar,/zpySeXpqmMXp9Fs6Znjkjs0Nzti.jpg,11870.0,1.330583,"screenplay,film producer,auto,right and justice,liar,essay,intellectual property",140.0,5.5,Shawn Levy,29927.0,PG,27.0,4.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[10751, 18, 10749, 35]",An Invisible Sign,/pxvTgbWqsTj2Qo6szkN1R8MhB0q.jpg,59435.0,1.260376,"mathematician,elementary school,independent film,math teacher,scientist,woman director",34.0,5.2,Marilyn Agrelo,3436.0,15,1.0,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
"[18, 10751, 10402]",Oliver!,/t44XtV1pNAKYrb5jIRFpcBo0XSe.jpg,17917.0,1.828303,"pickpocket,musical,victorian england,orphan boy",77.0,6.9,Carol Reed,26932.0,PG,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[16, 35]",Happy Feet,/8RLEzftZK87S2usLsQoYtyNYzoV.jpg,9836.0,2.76102,"ocean,fish,zoo,penguin,tap dancing,love,crush,snow,singing,antarctica,family,anthropomorphic animal,duringcreditsstinger",1056.0,5.9,George Miller,140157.0,U,2.0,2.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[35, 10751, 10749]",Grumpy Old Men,/2Kr5u2cvt0lKcIk1NyUrUs8eeDN.jpg,11520.0,2.001059,"retiree,old friends,aftercreditsstinger,duringcreditsstinger,ice fishing",141.0,6.5,Donald Petrie,36018.0,12,6.0,7.0,12.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"[28, 12, 35, 10751]",Inspector Gadget,/kvlKBGtyyNVyGJB72aD1vwPk2d4.jpg,332.0,2.213953,gadget,237.0,4.3,David Kellogg,38004.0,U,86.0,140.0,7.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"[28, 12, 10751, 14, 878]",Dinotopia,/ayDemVyX9pjElsbJu6kqoBEB5cZ.jpg,12224.0,1.381051,"island,dinosaur",55.0,5.7,Marco Brambilla,4584.0,PG,7.0,19.0,5.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[35, 18, 10751, 10749]",The Perfect Man,/vXMqz8oiDTi0Mvz7ah5PKcKxuYW.jpg,15648.0,1.460109,"mother,man-woman relation,single,matchmaking,single mother,catfishing",159.0,5.5,Mark Rosman,24379.0,PG,4.0,2.0,6.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
"[18, 10751]",National Velvet,/oVIIUSRX8TziuESOq9sITzyXTZt.jpg,17641.0,1.751744,"england,human animal relationship,horse,jockey,afi",20.0,7.1,Clarence Brown,5238.0,PG,3.0,3.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[16, 10751, 14]",The Adventures of Pinocchio,/fT5b16eeBcroK6OhsmxYPTv36gQ.jpg,18975.0,1.874178,"italy,father son relationship,pinocchio,love,school,crime,having fun,poor people,boys",35.0,4.9,Steve Barron,4279.0,PG,8.0,27.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"[14, 28, 12, 10751]",Eragon,/uullYtxDCtyNGsLubAYzbXxSlW3.jpg,2486.0,1.812726,"based on novel,mythical creature,dragon,fantasy world,teenage hero,based on young adult book",690.0,4.9,Stefen Fangmeier,110731.0,PG,155.0,52.0,12.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[14, 18, 35, 10751]",The Odd Life of Timothy Green,/a4NMxSD6BbKT2zEMp2uqOn3uGXY.jpg,71864.0,1.270369,"green,dodgeball,incredibile,timothy",321.0,6.5,Peter Hedges,39031.0,U,3.0,11.0,8.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
"[35, 10751]",The Kid & I,/x5V7E5sawo79mjPUKkKt2aQZdxJ.jpg,64972.0,1.376155,woman director,3.0,5.3,Penelope Spheeris,1218.0,U,5.0,2.0,12.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[10402, 35, 18, 10751]",Annie,/hkvKhuUUgjJ4jrXKkvqoQ5JnQx5.jpg,196867.0,2.607552,"musical,orphan,foster child",386.0,6.0,Will Gluck,26936.0,PG,34.0,3.0,12.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
"[28, 12, 10751, 14, 878]",Sinbad and the Eye of the Tiger,/oahAmW8yKUhuF4IYJPz8f0AQoms.jpg,11940.0,1.468111,"monster,step mother",24.0,6.5,Sam Wanamaker,5227.0,U,2.0,5.0,7.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[14, 35, 10751]",The Santa Clause 2,/i7tbiDPIaa4VsQh1wWmbkY4zTRX.jpg,9021.0,1.80772,"holiday,christmas party,home,santa claus,magic,toy,wish,son,saving christmas",237.0,5.4,Michael Lembeck,37285.0,U,25.0,74.0,10.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
"[35, 18, 10751]",Parenthood,/yHctYQeDL9AcuK79rY1dEgrcPVf.jpg,1552.0,1.225367,"parents kids relationship,kids",136.0,6.5,Ron Howard,36951.0,12,13.0,2.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"[18, 10751]",When We Leave,/geRGYjzqS2q09vCl24ijWTKigzb.jpg,44246.0,1.299766,"marital rape,woman director,abusive father",18.0,6.5,Feo Aladag,4599.0,12,2.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[12, 10751]",Flipper,/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg,36355.0,1.360416,"dolphin,florida,florida keys,summer",69.0,5.3,Alan Shapiro,8378.0,PG,6.0,7.0,5.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[35, 10751]",Bad News Bears,/25zNjE9CCnLQNnUchBAsVLFiPOL.jpg,13341.0,1.229681,"baseball,sport,little league",60.0,5.6,Richard Linklater,17964.0,15,29.0,2.0,7.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[28, 12, 18, 10751]",Black Beauty,/e8LdBWsUzjjvUjMwgfaAukQXg3i.jpg,14522.0,1.208341,"horse,country life,woman director",46.0,6.5,Caroline Thompson,7588.0,U,16.0,10.0,7.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"[35, 18, 10751, 10770]",Geek Charming,/7y02xiRSFqAh9yE6M5xz5bMAkKa.jpg,81250.0,1.573372,"geek,high school,teenager,popularity,unlikely lovers,tv documentary,teenage romance,based on young adult book",124.0,6.0,Jeffrey Hornaday,8724.0,PG,3.0,1.0,11.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"[12, 35, 10751, 878, 28]",Back to the Future Part II,/k5dzvCQkXU2CAhLtlj9BHE7xmyK.jpg,165.0,3.355751,"skateboarding,flying car,car race,delorean,lightning,almanac,inventor,time travel,sequel,diner,alternate history,teenager,electric guitar,walking cane,high school dance,hoverboard,video phone",2979.0,7.3,Robert Zemeckis,363711.0,PG,20.0,22.0,11.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"[10402, 12, 14, 35, 10751]",Chitty Chitty Bang Bang,/m2z9NV6ZWXdWH6xdpF9yBJveEPa.jpg,11708.0,1.333317,"flying car,fantasy,oldtimer,fantastic",152.0,6.7,Ken Hughes,32409.0,U,4.0,5.0,12.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
"[35, 10751, 14]","Help, I Shrunk My Teacher",/fqTUMPpisoVxxCR9gmWeO9V94Us.jpg,365961.0,1.269937,"shrinking,teacher,school",4.0,5.0,Sven Unterwaldt Jr.,115.0,U,2.0,5.0,12.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
"[12, 10751]",Treasure Buddies,/82vMfOg88btIly1YwfOKUVYqvXU.jpg,78047.0,1.457453,"cat,airplane,treasure hunt,monkey",11.0,4.1,Robert Vince,1170.0,PG,8.0,5.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"[878, 14, 12, 10751]",Ruby Red,/9ly8nXuDuiAsYjEmAOLJ9ANZpsb.jpg,175774.0,1.808315,"time traveler,teenage romance",232.0,6.4,Felix Fuchssteiner,5337.0,12,7.0,2.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"[10749, 35, 10751, 14]",Herbie Rides Again,/1zwUtG1kwpJGtVqidpOrarswUB0.jpg,10869.0,1.391707,"san francisco,estate agent,shopping mall,volkswagon,käfer",57.0,5.9,Robert Stevenson,5791.0,U,4.0,6.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
"[18, 10751]",Flicka,/fYp9i3kueaksgontBf8Ck7TdMWa.jpg,14012.0,1.301092,horse,42.0,5.9,Michael Mayer,6326.0,U,10.0,5.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"[35, 10751]",Clifford,/w7H47l6scZ0JWxfD3CNxpZrb7SV.jpg,2778.0,1.279903,"shenanigan,uncle",11.0,6.1,Paul Flaherty,5698.0,PG,6.0,15.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"[35, 10751, 10749]","Yours, Mine & Ours",/ahwCn8eYUdbWj4eFaElzMV8Y4PP.jpg,13499.0,1.498223,"big family,family,blended family",187.0,5.7,Raja Gosnell,22682.0,PG,13.0,2.0,11.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"[35, 10751, 14]",Tooth Fairy,/gNQA76kl251IuJVKMHfrRE12p7j.jpg,23023.0,1.598465,"fairy,hockey,tooth fairy,tooth,duringcreditsstinger,wings",345.0,5.1,Michael Lembeck,32158.0,PG,28.0,4.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
[10751],Antboy 3,/3RfQzQR7TFMD5PuQpPIy5LyZzQa.jpg,378932.0,1.35679,teen superheroes,7.0,6.0,Ask Hasselbalch,201.0,PG,15.0,6.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"[28, 35, 53, 80, 10751]",Turner & Hooch,/oSvaWdWISYCIySdg2TUOHTTapkS.jpg,6951.0,1.532603,"eating non food,pet food",254.0,6.0,Roger Spottiswoode,50920.0,PG,11.0,3.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
"[16, 12, 35, 10751]","Snowflake, the White Gorilla",/vy5F0g4LX2QlDPdDmKgRMqymkH4.jpg,85439.0,1.217614,gorilla,8.0,4.9,Andrés G. Schaer,413.0,U,2.0,15.0,12.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
